,agent id,age,household id,destination,household_type,household_unique_id,household_community_id,household_building_id,household size,workplace_category,household contact
22991,22992,2,545124_23_900_2,18.0_15675,2,545124,900,900_23,2,15.00,5.471835831
22992,22993,2,6411_94_3_1,8.0_23002,1,6411,3,3_94,1,15.00,4.905552515
22993,22994,2,543957_16_900_2,19.0_1315,2,543957,900,900_16,3,17.00,9.489592999
22994,22995,2,7257_57_3_1,13.0_212,1,7257,3,3_57,4,18.00,9.167427867
22995,22996,2,7082_79_3_1,20.0_5145,1,7082,3,3_79,5,20.00,9.675564754
22996,22997,2,543681_19_900_2,4.0_1483,2,543681,900,900_19,3,15.00,9.489592999
22997,22998,2,542454_1_900_2,17.0_1095,2,542454,900,900_1,4,15.00,9.167427867
22998,22999,2,544413_5_900_2,20.0_418,2,544413,900,900_5,2,1.00,5.471835831
22999,23000,1,545583_2_900_2,school_15,2,545583,900,900_2,2,21.00,5.471835831
23000,23001,2,5972_93_3_1,15.0_395,1,5972,3,3_93,2,15.00,5.471835831
23001,23002,1,5847_79_3_1,school_212,1,5847,3,3_79,3,21.00,9.489592999
23002,23003,2,541748_25_900_2,13.0_124,2,541748,900,900_25,3,18.00,9.489592999
23003,23004,2,10756_43_3_1,8.0_2697,1,10756,3,3_43,1,20.00,4.905552515
23004,23005,2,12101_52_3_1,13.0_145,1,12101,3,3_52,1,15.00,4.905552515
23005,23006,3,543523_19_900_2,10.0_872,2,543523,900,900_19,2,15.00,5.471835831
23006,23007,2,543145_30_900_2,18.0_29331,2,543145,900,900_30,3,0.00,9.489592999
23007,23008,2,546778_3_900_2,15.0_7334,2,546778,900,900_3,2,15.00,5.471835831
23008,23009,2,543742_1_900_2,6.0_175,2,543742,900,900_1,2,8.00,5.471835831
23009,23010,4,541666_21_900_2,3.0_2544,2,541666,900,900_21,1,2.00,4.905552515
23010,23011,1,542029_29_900_2,school_128,2,542029,900,900_29,3,21.00,9.489592999
23011,23012,2,543297_8_900_2,20.0_8411,2,543297,900,900_8,4,8.00,9.167427867
23012,23013,2,546743_17_900_2,15.0_3900,2,546743,900,900_17,3,10.00,9.489592999
23013,23014,2,546740_22_900_2,20.0_7134,2,546740,900,900_22,2,17.00,5.471835831
23014,23015,2,546203_7_900_2,15.0_5245,2,546203,900,900_7,1,8.00,4.905552515
23015,23016,2,10695_70_3_1,20.0_7076,1,10695,3,3_70,3,20.00,9.489592999
23016,23017,2,541986_23_900_2,17.0_61,2,541986,900,900_23,2,15.00,5.471835831
23017,23018,2,5878_51_3_1,15.0_4932,1,5878,3,3_51,3,9.00,9.489592999
23018,23019,2,12174_5_3_1,15.0_5555,1,12174,3,3_5,3,0.00,9.489592999
23019,23020,2,13246_100_3_1,15.0_6798,1,13246,3,3_100,4,18.00,9.167427867
23020,23021,3,545602_29_900_2,16.0_1634,2,545602,900,900_29,2,15.00,5.471835831
23021,23022,2,543687_21_900_2,14.0_665,2,543687,900,900_21,4,9.00,9.167427867
23022,23023,1,546113_10_900_2,school_96,2,546113,900,900_10,3,21.00,9.489592999
23023,23024,2,8579_16_3_1,20.0_1692,1,8579,3,3_16,4,3.00,9.167427867
23024,23025,2,10050_53_3_1,19.0_34,1,10050,3,3_53,2,8.00,5.471835831
23025,23026,2,542098_17_900_2,1.0_4359,2,542098,900,900_17,2,17.00,5.471835831
23026,23027,1,9187_16_3_1,school_8,1,9187,3,3_16,1,21.00,4.905552515
23027,23028,2,6947_15_3_1,15.0_1340,1,6947,3,3_15,2,12.00,5.471835831
23028,23029,2,543344_14_900_2,15.0_3125,2,543344,900,900_14,3,15.00,9.489592999
23029,23030,2,9685_103_3_1,18.0_24017,1,9685,3,3_103,4,8.00,9.167427867
23030,23031,2,10788_45_3_1,15.0_4923,1,10788,3,3_45,4,7.00,9.167427867
23031,23032,2,11009_102_3_1,18.0_25163,1,11009,3,3_102,3,14.00,9.489592999
23032,23033,2,546261_9_900_2,15.0_6541,2,546261,900,900_9,4,18.00,9.167427867
23033,23034,3,11958_99_3_1,5.0_498,1,11958,3,3_99,5,0.00,9.675564754
23034,23035,2,10163_11_3_1,15.0_3259,1,10163,3,3_11,2,20.00,5.471835831
23035,23036,2,543377_8_900_2,20.0_6684,2,543377,900,900_8,4,17.00,9.167427867
23036,23037,2,8017_56_3_1,8.0_3545,1,8017,3,3_56,2,15.00,5.471835831
23037,23038,2,546421_20_900_2,15.0_6562,2,546421,900,900_20,5,17.00,9.675564754
23038,23039,2,8442_19_3_1,20.0_4134,1,8442,3,3_19,3,17.00,9.489592999
23039,23040,2,543993_14_900_2,15.0_6742,2,543993,900,900_14,3,15.00,9.489592999
23040,23041,2,12926_45_3_1,15.0_3853,1,12926,3,3_45,2,14.00,5.471835831
23041,23042,2,6622_42_3_1,16.0_11485,1,6622,3,3_42,2,15.00,5.471835831
23042,23043,2,10677_24_3_1,15.0_6841,1,10677,3,3_24,2,15.00,5.471835831
23043,23044,2,13652_81_3_1,15.0_1380,1,13652,3,3_81,4,0.00,9.167427867
23044,23045,1,12796_14_3_1,school_5,1,12796,3,3_14,5,21.00,9.675564754
23045,23046,2,13463_104_3_1,15.0_4057,1,13463,3,3_104,3,0.00,9.489592999
23046,23047,1,12548_52_3_1,school_2,1,12548,3,3_52,2,21.00,5.471835831
23047,23048,2,9475_85_3_1,12.0_115,1,9475,3,3_85,5,15.00,9.675564754
23048,23049,2,8386_83_3_1,15.0_5828,1,8386,3,3_83,5,2.00,9.675564754
23049,23050,2,9684_19_3_1,8.0_17695,1,9684,3,3_19,4,6.00,9.167427867
23050,23051,2,12725_33_3_1,15.0_2648,1,12725,3,3_33,4,15.00,9.167427867
23051,23052,2,11090_78_3_1,18.0_35383,1,11090,3,3_78,3,15.00,9.489592999
23052,23053,2,9599_7_3_1,5.0_179,1,9599,3,3_7,1,13.00,4.905552515
23053,23054,2,6187_31_3_1,15.0_5317,1,6187,3,3_31,3,13.00,9.489592999
23054,23055,2,8211_5_3_1,20.0_9997,1,8211,3,3_5,2,10.00,5.471835831
23055,23056,2,543823_12_900_2,1.0_8737,2,543823,900,900_12,4,14.00,9.167427867
23056,23057,2,545322_14_900_2,20.0_9799,2,545322,900,900_14,4,9.00,9.167427867
23057,23058,3,546626_1_900_2,15.0_3435,2,546626,900,900_1,4,15.00,9.167427867
23058,23059,3,544290_6_900_2,15.0_2063,2,544290,900,900_6,3,20.00,9.489592999
23059,23060,2,10695_70_3_1,17.0_804,1,10695,3,3_70,3,9.00,9.489592999
23060,23061,2,7374_73_3_1,15.0_2781,1,7374,3,3_73,3,16.00,9.489592999
23061,23062,2,546033_7_900_2,15.0_4207,2,546033,900,900_7,3,9.00,9.489592999
23062,23063,2,543029_21_900_2,15.0_2863,2,543029,900,900_21,2,20.00,5.471835831
23063,23064,2,7799_78_3_1,20.0_5900,1,7799,3,3_78,4,20.00,9.167427867
23064,23065,1,5903_22_3_1,school_234,1,5903,3,3_22,4,21.00,9.167427867
23065,23066,2,11435_14_3_1,18.0_35689,1,11435,3,3_14,5,1.00,9.675564754
23066,23067,2,12735_105_3_1,20.0_1743,1,12735,3,3_105,2,13.00,5.471835831
23067,23068,2,543992_11_900_2,18.0_7765,2,543992,900,900_11,2,15.00,5.471835831
23068,23069,2,545977_21_900_2,15.0_6132,2,545977,900,900_21,2,15.00,5.471835831
23069,23070,2,11081_25_3_1,20.0_5877,1,11081,3,3_25,2,16.00,5.471835831
23070,23071,2,545662_4_900_2,20.0_1764,2,545662,900,900_4,2,15.00,5.471835831
23071,23072,2,545259_3_900_2,8.0_30457,2,545259,900,900_3,2,20.00,5.471835831
23072,23073,2,12766_78_3_1,1.0_196,1,12766,3,3_78,3,20.00,9.489592999
23073,23074,2,6178_75_3_1,15.0_4907,1,6178,3,3_75,5,1.00,9.675564754
23074,23075,2,11040_90_3_1,7.0_507,1,11040,3,3_90,4,7.00,9.167427867
23075,23076,2,12257_31_3_1,15.0_6420,1,12257,3,3_31,1,0.00,4.905552515
23076,23077,2,8335_11_3_1,3.0_2386,1,8335,3,3_11,5,15.00,9.675564754
23077,23078,2,13123_69_3_1,4.0_1024,1,13123,3,3_69,4,15.00,9.167427867
23078,23079,2,7567_88_3_1,15.0_5143,1,7567,3,3_88,3,20.00,9.489592999
23079,23080,2,8514_99_3_1,15.0_2637,1,8514,3,3_99,4,18.00,9.167427867
23080,23081,2,11617_81_3_1,15.0_6662,1,11617,3,3_81,3,9.00,9.489592999
23081,23082,2,545557_16_900_2,15.0_7041,2,545557,900,900_16,5,5.00,9.675564754
23082,23083,2,542996_24_900_2,18.0_26366,2,542996,900,900_24,3,17.00,9.489592999
23083,23084,2,541594_7_900_2,1.0_1670,2,541594,900,900_7,4,2.00,9.167427867
23084,23085,2,545233_23_900_2,15.0_7309,2,545233,900,900_23,3,9.00,9.489592999
23085,23086,1,6497_64_3_1,school_259,1,6497,3,3_64,3,21.00,9.489592999
23086,23087,2,9251_84_3_1,20.0_1205,1,9251,3,3_84,2,17.00,5.471835831
23087,23088,2,544249_9_900_2,8.0_28007,2,544249,900,900_9,2,20.00,5.471835831
23088,23089,2,8074_21_3_1,16.0_7001,1,8074,3,3_21,5,17.00,9.675564754
23089,23090,2,542681_20_900_2,8.0_16921,2,542681,900,900_20,2,15.00,5.471835831
23090,23091,2,545745_16_900_2,17.0_1731,2,545745,900,900_16,3,0.00,9.489592999
23091,23092,2,6525_49_3_1,15.0_2443,1,6525,3,3_49,3,20.00,9.489592999
23092,23093,2,543033_19_900_2,15.0_3202,2,543033,900,900_19,5,15.00,9.675564754
23093,23094,2,7995_70_3_1,18.0_11086,1,7995,3,3_70,5,16.00,9.675564754
23094,23095,2,12246_82_3_1,8.0_9574,1,12246,3,3_82,3,15.00,9.489592999
23095,23096,2,9127_36_3_1,15.0_1990,1,9127,3,3_36,2,15.00,5.471835831
23096,23097,2,7636_100_3_1,20.0_8979,1,7636,3,3_100,3,8.00,9.489592999
23097,23098,2,10465_67_3_1,15.0_7409,1,10465,3,3_67,4,15.00,9.167427867
23098,23099,2,544168_7_900_2,6.0_2662,2,544168,900,900_7,4,1.00,9.167427867
23099,23100,2,543798_26_900_2,1.0_10368,2,543798,900,900_26,2,15.00,5.471835831
23100,23101,2,10263_54_3_1,15.0_6564,1,10263,3,3_54,2,18.00,5.471835831
23101,23102,1,542545_29_900_2,school_77,2,542545,900,900_29,2,21.00,5.471835831
23102,23103,2,11353_1_3_1,3.0_2240,1,11353,3,3_1,4,9.00,9.167427867
23103,23104,4,6644_96_3_1,16.0_2621,1,6644,3,3_96,3,15.00,9.489592999
23104,23105,2,6739_90_3_1,1.0_6951,1,6739,3,3_90,5,1.00,9.675564754
23105,23106,2,545149_8_900_2,20.0_8044,2,545149,900,900_8,1,20.00,4.905552515
23106,23107,2,544889_20_900_2,20.0_2677,2,544889,900,900_20,3,18.00,9.489592999
23107,23108,2,543417_2_900_2,18.0_14660,2,543417,900,900_2,4,18.00,9.167427867
23108,23109,2,8233_4_3_1,8.0_11467,1,8233,3,3_4,1,15.00,4.905552515
23109,23110,2,545752_1_900_2,20.0_8836,2,545752,900,900_1,4,9.00,9.167427867
23110,23111,1,13124_10_3_1,school_129,1,13124,3,3_10,2,21.00,5.471835831
23111,23112,2,542274_23_900_2,15.0_80,2,542274,900,900_23,4,15.00,9.167427867
23112,23113,4,8651_62_3_1,20.0_9478,1,8651,3,3_62,3,18.00,9.489592999
23113,23114,2,546553_8_900_2,9.0_13960,2,546553,900,900_8,2,15.00,5.471835831
23114,23115,2,7082_79_3_1,19.0_1461,1,7082,3,3_79,5,16.00,9.675564754
23115,23116,2,9298_87_3_1,8.0_10796,1,9298,3,3_87,2,15.00,5.471835831
23116,23117,2,10443_90_3_1,18.0_4664,1,10443,3,3_90,3,20.00,9.489592999
23117,23118,1,9506_100_3_1,school_219,1,9506,3,3_100,2,21.00,5.471835831
23118,23119,2,12019_36_3_1,15.0_5196,1,12019,3,3_36,3,15.00,9.489592999
23119,23120,2,12939_44_3_1,15.0_4371,1,12939,3,3_44,5,5.00,9.675564754
23120,23121,1,542155_10_900_2,school_274,2,542155,900,900_10,4,21.00,9.167427867
23121,23122,4,8046_82_3_1,9.0_433,1,8046,3,3_82,3,1.00,9.489592999
23122,23123,2,9489_19_3_1,17.0_35,1,9489,3,3_19,2,3.00,5.471835831
23123,23124,2,11063_31_3_1,17.0_1855,1,11063,3,3_31,4,16.00,9.167427867
23124,23125,1,544626_21_900_2,school_108,2,544626,900,900_21,5,21.00,9.675564754
23125,23126,2,545532_10_900_2,20.0_7386,2,545532,900,900_10,2,20.00,5.471835831
23126,23127,2,541971_10_900_2,20.0_3290,2,541971,900,900_10,2,15.00,5.471835831
23127,23128,1,543447_16_900_2,school_218,2,543447,900,900_16,3,21.00,9.489592999
23128,23129,2,543375_12_900_2,15.0_627,2,543375,900,900_12,3,15.00,9.489592999
23129,23130,2,9023_37_3_1,9.0_21392,1,9023,3,3_37,2,20.00,5.471835831
23130,23131,2,9122_4_3_1,15.0_6746,1,9122,3,3_4,2,15.00,5.471835831
23131,23132,2,6758_82_3_1,20.0_7409,1,6758,3,3_82,3,15.00,9.489592999
23132,23133,2,11552_4_3_1,18.0_13885,1,11552,3,3_4,4,0.00,9.167427867
23133,23134,2,10201_92_3_1,3.0_2169,1,10201,3,3_92,2,15.00,5.471835831
23134,23135,1,9087_52_3_1,school_196,1,9087,3,3_52,4,21.00,9.167427867
23135,23136,2,11386_24_3_1,19.0_583,1,11386,3,3_24,4,3.00,9.167427867
23136,23137,2,10100_16_3_1,15.0_7460,1,10100,3,3_16,2,15.00,5.471835831
23137,23138,2,7148_20_3_1,8.0_1950,1,7148,3,3_20,1,18.00,4.905552515
23138,23139,2,12619_54_3_1,7.0_126,1,12619,3,3_54,2,15.00,5.471835831
23139,23140,2,9483_21_3_1,8.0_9052,1,9483,3,3_21,4,8.00,9.167427867
23140,23141,1,11100_83_3_1,school_214,1,11100,3,3_83,3,21.00,9.489592999
23141,23142,2,13302_52_3_1,8.0_12058,1,13302,3,3_52,3,15.00,9.489592999
23142,23143,2,544243_16_900_2,4.0_1615,2,544243,900,900_16,4,8.00,9.167427867
23143,23144,4,6668_96_3_1,20.0_7154,1,6668,3,3_96,4,1.00,9.167427867
23144,23145,2,542673_1_900_2,18.0_14104,2,542673,900,900_1,3,0.00,9.489592999
23145,23146,3,8529_14_3_1,20.0_5993,1,8529,3,3_14,1,11.00,4.905552515
23146,23147,2,7558_89_3_1,15.0_7284,1,7558,3,3_89,3,1.00,9.489592999
23147,23148,2,543997_11_900_2,15.0_1863,2,543997,900,900_11,2,15.00,5.471835831
23148,23149,2,9089_27_3_1,4.0_756,1,9089,3,3_27,5,1.00,9.675564754
23149,23150,2,10380_78_3_1,18.0_11815,1,10380,3,3_78,2,15.00,5.471835831
23150,23151,2,546730_17_900_2,16.0_9451,2,546730,900,900_17,2,15.00,5.471835831
23151,23152,2,544131_26_900_2,10.0_342,2,544131,900,900_26,2,15.00,5.471835831
23152,23153,3,542711_2_900_2,20.0_9942,2,542711,900,900_2,1,15.00,4.905552515
23153,23154,2,13772_48_3_1,18.0_6135,1,13772,3,3_48,4,15.00,9.167427867
23154,23155,1,10157_24_3_1,school_184,1,10157,3,3_24,5,21.00,9.675564754
23155,23156,3,8374_107_3_1,20.0_1136,1,8374,3,3_107,3,16.00,9.489592999
23156,23157,2,545541_2_900_2,10.0_715,2,545541,900,900_2,4,16.00,9.167427867
23157,23158,2,10665_89_3_1,20.0_9101,1,10665,3,3_89,5,0.00,9.675564754
23158,23159,2,13098_68_3_1,15.0_4268,1,13098,3,3_68,5,18.00,9.675564754
23159,23160,2,7823_13_3_1,20.0_2945,1,7823,3,3_13,3,14.00,9.489592999
23160,23161,2,10973_63_3_1,15.0_6737,1,10973,3,3_63,4,14.00,9.167427867
23161,23162,2,13347_104_3_1,18.0_2084,1,13347,3,3_104,2,18.00,5.471835831
23162,23163,2,544320_4_900_2,18.0_31656,2,544320,900,900_4,3,10.00,9.489592999
23163,23164,4,544370_21_900_2,17.0_2283,2,544370,900,900_21,3,18.00,9.489592999
23164,23165,2,543729_2_900_2,1.0_3261,2,543729,900,900_2,3,7.00,9.489592999
23165,23166,2,543685_30_900_2,18.0_7272,2,543685,900,900_30,4,15.00,9.167427867
23166,23167,2,6727_21_3_1,20.0_3365,1,6727,3,3_21,4,1.00,9.167427867
23167,23168,2,10340_44_3_1,15.0_4509,1,10340,3,3_44,3,16.00,9.489592999
23168,23169,1,6807_89_3_1,school_26,1,6807,3,3_89,5,21.00,9.675564754
23169,23170,2,543460_10_900_2,18.0_5340,2,543460,900,900_10,1,15.00,4.905552515
23170,23171,2,7486_29_3_1,15.0_2334,1,7486,3,3_29,3,20.00,9.489592999
23171,23172,2,10430_11_3_1,15.0_446,1,10430,3,3_11,3,18.00,9.489592999
23172,23173,2,13111_86_3_1,17.0_2403,1,13111,3,3_86,3,8.00,9.489592999
23173,23174,2,10613_16_3_1,18.0_34081,1,10613,3,3_16,3,15.00,9.489592999
23174,23175,2,543504_14_900_2,12.0_59,2,543504,900,900_14,2,0.00,5.471835831
23175,23176,2,8628_37_3_1,20.0_793,1,8628,3,3_37,3,15.00,9.489592999
23176,23177,2,13391_88_3_1,15.0_2547,1,13391,3,3_88,2,15.00,5.471835831
23177,23178,2,9065_22_3_1,20.0_1257,1,9065,3,3_22,3,9.00,9.489592999
23178,23179,2,546522_9_900_2,16.0_2337,2,546522,900,900_9,4,11.00,9.167427867
23179,23180,1,544772_9_900_2,school_136,2,544772,900,900_9,3,21.00,9.489592999
23180,23181,2,542133_30_900_2,15.0_1184,2,542133,900,900_30,5,20.00,9.675564754
23181,23182,2,9983_96_3_1,16.0_2978,1,9983,3,3_96,4,9.00,9.167427867
23182,23183,2,12323_86_3_1,15.0_5458,1,12323,3,3_86,3,20.00,9.489592999
23183,23184,2,543389_25_900_2,10.0_265,2,543389,900,900_25,2,15.00,5.471835831
23184,23185,2,9401_66_3_1,15.0_209,1,9401,3,3_66,3,15.00,9.489592999
23185,23186,2,546759_5_900_2,20.0_7102,2,546759,900,900_5,5,15.00,9.675564754
23186,23187,2,541534_25_900_2,15.0_3679,2,541534,900,900_25,4,15.00,9.167427867
23187,23188,2,541965_16_900_2,20.0_1122,2,541965,900,900_16,3,17.00,9.489592999
23188,23189,2,12856_40_3_1,20.0_5923,1,12856,3,3_40,3,20.00,9.489592999
23189,23190,2,543354_12_900_2,8.0_16864,2,543354,900,900_12,3,0.00,9.489592999
23190,23191,2,6566_49_3_1,13.0_242,1,6566,3,3_49,3,15.00,9.489592999
23191,23192,3,9360_72_3_1,7.0_215,1,9360,3,3_72,2,8.00,5.471835831
23192,23193,2,11871_18_3_1,8.0_19122,1,11871,3,3_18,1,8.00,4.905552515
23193,23194,1,13499_80_3_1,school_100,1,13499,3,3_80,3,21.00,9.489592999
23194,23195,1,545415_2_900_2,school_24,2,545415,900,900_2,3,21.00,9.489592999
23195,23196,2,544578_23_900_2,9.0_961,2,544578,900,900_23,3,17.00,9.489592999
23196,23197,2,8730_84_3_1,18.0_13593,1,8730,3,3_84,3,19.00,9.489592999
23197,23198,1,12067_37_3_1,school_268,1,12067,3,3_37,5,21.00,9.675564754
23198,23199,1,9950_53_3_1,school_8,1,9950,3,3_53,5,21.00,9.675564754
23199,23200,2,546751_5_900_2,20.0_7009,2,546751,900,900_5,3,18.00,9.489592999
23200,23201,2,6068_98_3_1,15.0_7123,1,6068,3,3_98,3,15.00,9.489592999
23201,23202,2,6843_87_3_1,7.0_62,1,6843,3,3_87,3,15.00,9.489592999
23202,23203,2,11558_27_3_1,20.0_1165,1,11558,3,3_27,2,18.00,5.471835831
23203,23204,2,9579_4_3_1,20.0_4149,1,9579,3,3_4,3,15.00,9.489592999
23204,23205,2,9732_24_3_1,20.0_3136,1,9732,3,3_24,2,0.00,5.471835831
23205,23206,3,11263_34_3_1,16.0_9001,1,11263,3,3_34,2,15.00,5.471835831
23206,23207,2,10606_31_3_1,15.0_4998,1,10606,3,3_31,3,7.00,9.489592999
23207,23208,2,8628_37_3_1,18.0_25658,1,8628,3,3_37,3,15.00,9.489592999
23208,23209,1,7996_2_3_1,school_42,1,7996,3,3_2,4,21.00,9.167427867
23209,23210,2,544820_24_900_2,15.0_7002,2,544820,900,900_24,3,20.00,9.489592999
23210,23211,2,7771_99_3_1,20.0_981,1,7771,3,3_99,5,20.00,9.675564754
23211,23212,1,7087_33_3_1,school_209,1,7087,3,3_33,4,21.00,9.167427867
23212,23213,2,7982_49_3_1,9.0_15489,1,7982,3,3_49,4,17.00,9.167427867
23213,23214,2,542741_15_900_2,20.0_299,2,542741,900,900_15,2,1.00,5.471835831
23214,23215,2,545453_26_900_2,19.0_1154,2,545453,900,900_26,1,18.00,4.905552515
23215,23216,2,12796_14_3_1,4.0_1763,1,12796,3,3_14,5,9.00,9.675564754
23216,23217,2,9282_10_3_1,15.0_966,1,9282,3,3_10,3,18.00,9.489592999
23217,23218,2,543068_15_900_2,8.0_6279,2,543068,900,900_15,4,15.00,9.167427867
23218,23219,2,543008_26_900_2,1.0_7862,2,543008,900,900_26,3,15.00,9.489592999
23219,23220,2,7303_28_3_1,18.0_16123,1,7303,3,3_28,1,1.00,4.905552515
23220,23221,2,9021_2_3_1,8.0_5166,1,9021,3,3_2,2,9.00,5.471835831
23221,23222,2,10709_63_3_1,15.0_2021,1,10709,3,3_63,2,19.00,5.471835831
23222,23223,2,10906_44_3_1,15.0_3245,1,10906,3,3_44,4,15.00,9.167427867
23223,23224,2,541616_9_900_2,5.0_266,2,541616,900,900_9,4,15.00,9.167427867
23224,23225,2,545374_12_900_2,20.0_1256,2,545374,900,900_12,4,20.00,9.167427867
23225,23226,2,10583_42_3_1,9.0_21809,1,10583,3,3_42,4,15.00,9.167427867
23226,23227,2,6720_65_3_1,15.0_200,1,6720,3,3_65,3,9.00,9.489592999
23227,23228,2,9809_89_3_1,10.0_614,1,9809,3,3_89,2,9.00,5.471835831
23228,23229,2,6780_42_3_1,20.0_5450,1,6780,3,3_42,2,8.00,5.471835831
23229,23230,2,11831_98_3_1,20.0_5964,1,11831,3,3_98,3,3.00,9.489592999
23230,23231,2,543139_17_900_2,14.0_1092,2,543139,900,900_17,4,15.00,9.167427867
23231,23232,2,10292_38_3_1,20.0_2896,1,10292,3,3_38,4,18.00,9.167427867
23232,23233,1,546512_20_900_2,school_175,2,546512,900,900_20,4,21.00,9.167427867
23233,23234,2,543757_27_900_2,20.0_6589,2,543757,900,900_27,2,18.00,5.471835831
23234,23235,2,12787_9_3_1,9.0_20028,1,12787,3,3_9,4,1.00,9.167427867
23235,23236,2,6596_45_3_1,3.0_815,1,6596,3,3_45,3,1.00,9.489592999
23236,23237,2,10008_108_3_1,9.0_2633,1,10008,3,3_108,2,15.00,5.471835831
23237,23238,2,8722_47_3_1,14.0_1119,1,8722,3,3_47,3,1.00,9.489592999
23238,23239,1,10923_95_3_1,school_139,1,10923,3,3_95,3,21.00,9.489592999
23239,23240,2,13718_49_3_1,18.0_20751,1,13718,3,3_49,2,20.00,5.471835831
23240,23241,2,545578_27_900_2,20.0_3772,2,545578,900,900_27,3,15.00,9.489592999
23241,23242,2,543005_21_900_2,20.0_3188,2,543005,900,900_21,2,20.00,5.471835831
23242,23243,2,544086_5_900_2,20.0_4800,2,544086,900,900_5,2,0.00,5.471835831
23243,23244,2,13528_20_3_1,15.0_5000,1,13528,3,3_20,2,8.00,5.471835831
23244,23245,2,7543_7_3_1,15.0_6964,1,7543,3,3_7,2,15.00,5.471835831
23245,23246,2,9534_95_3_1,15.0_1592,1,9534,3,3_95,4,15.00,9.167427867
23246,23247,2,9813_7_3_1,17.0_3853,1,9813,3,3_7,2,18.00,5.471835831
23247,23248,2,13215_11_3_1,13.0_208,1,13215,3,3_11,4,20.00,9.167427867
23248,23249,1,542129_10_900_2,school_31,2,542129,900,900_10,4,21.00,9.167427867
23249,23250,2,6498_105_3_1,19.0_533,1,6498,3,3_105,4,20.00,9.167427867
23250,23251,1,542369_21_900_2,school_14,2,542369,900,900_21,2,21.00,5.471835831
23251,23252,1,546772_27_900_2,school_193,2,546772,900,900_27,3,21.00,9.489592999
23252,23253,2,7462_38_3_1,15.0_6667,1,7462,3,3_38,2,0.00,5.471835831
23253,23254,2,6481_85_3_1,15.0_2322,1,6481,3,3_85,2,20.00,5.471835831
23254,23255,2,8323_44_3_1,15.0_4328,1,8323,3,3_44,2,0.00,5.471835831
23255,23256,2,6427_107_3_1,20.0_9770,1,6427,3,3_107,2,16.00,5.471835831
23256,23257,2,10280_30_3_1,15.0_7102,1,10280,3,3_30,3,18.00,9.489592999
23257,23258,1,12981_97_3_1,school_47,1,12981,3,3_97,5,21.00,9.675564754
23258,23259,2,545607_10_900_2,7.0_750,2,545607,900,900_10,5,20.00,9.675564754
23259,23260,4,545974_24_900_2,15.0_5283,2,545974,900,900_24,4,15.00,9.167427867
23260,23261,2,8174_40_3_1,15.0_247,1,8174,3,3_40,3,8.00,9.489592999
23261,23262,1,13540_105_3_1,school_258,1,13540,3,3_105,2,21.00,5.471835831
23262,23263,2,542182_6_900_2,18.0_14563,2,542182,900,900_6,5,0.00,9.675564754
23263,23264,2,546481_25_900_2,18.0_13739,2,546481,900,900_25,2,7.00,5.471835831
23264,23265,2,543803_28_900_2,15.0_2646,2,543803,900,900_28,3,20.00,9.489592999
23265,23266,1,543268_2_900_2,school_104,2,543268,900,900_2,2,21.00,5.471835831
23266,23267,2,8955_82_3_1,15.0_3650,1,8955,3,3_82,3,15.00,9.489592999
23267,23268,2,546723_22_900_2,14.0_1253,2,546723,900,900_22,3,14.00,9.489592999
23268,23269,2,12842_82_3_1,15.0_4186,1,12842,3,3_82,4,20.00,9.167427867
23269,23270,1,12387_28_3_1,school_93,1,12387,3,3_28,4,21.00,9.167427867
23270,23271,2,11432_105_3_1,9.0_2066,1,11432,3,3_105,5,7.00,9.675564754
23271,23272,2,6546_78_3_1,16.0_4259,1,6546,3,3_78,2,15.00,5.471835831
23272,23273,2,9279_89_3_1,15.0_5034,1,9279,3,3_89,2,15.00,5.471835831
23273,23274,2,542692_20_900_2,20.0_448,2,542692,900,900_20,3,14.00,9.489592999
23274,23275,2,9720_80_3_1,15.0_6240,1,9720,3,3_80,2,15.00,5.471835831
23275,23276,2,8648_10_3_1,17.0_3409,1,8648,3,3_10,1,20.00,4.905552515
23276,23277,2,9176_30_3_1,20.0_1488,1,9176,3,3_30,4,17.00,9.167427867
23277,23278,3,6437_6_3_1,17.0_2619,1,6437,3,3_6,3,15.00,9.489592999
23278,23279,2,6428_72_3_1,17.0_396,1,6428,3,3_72,4,15.00,9.167427867
23279,23280,2,10493_64_3_1,15.0_3040,1,10493,3,3_64,3,0.00,9.489592999
23280,23281,2,11756_94_3_1,20.0_3756,1,11756,3,3_94,2,8.00,5.471835831
23281,23282,2,543205_18_900_2,15.0_3036,2,543205,900,900_18,2,6.00,5.471835831
23282,23283,2,6162_97_3_1,15.0_1726,1,6162,3,3_97,3,19.00,9.489592999
23283,23284,2,11864_29_3_1,7.0_306,1,11864,3,3_29,2,20.00,5.471835831
23284,23285,2,10503_27_3_1,15.0_341,1,10503,3,3_27,3,1.00,9.489592999
23285,23286,2,545053_5_900_2,18.0_34011,2,545053,900,900_5,5,17.00,9.675564754
23286,23287,1,541660_5_900_2,school_83,2,541660,900,900_5,3,21.00,9.489592999
23287,23288,2,545812_17_900_2,18.0_9199,2,545812,900,900_17,1,15.00,4.905552515
23288,23289,2,8789_41_3_1,16.0_8422,1,8789,3,3_41,2,0.00,5.471835831
23289,23290,2,5872_82_3_1,8.0_8411,1,5872,3,3_82,2,20.00,5.471835831
23290,23291,2,10645_19_3_1,20.0_2472,1,10645,3,3_19,2,17.00,5.471835831
